0x1F1F0 0x1F1EE	:flag: Kiribati:
0x1F1F0 0x1F1F2	:flag: Comoros:
0x1F1F0 0x1F1F3	:flag: St. Kitts &amp; Nevis:
0x1F1F0 0x1F1F5	:flag: North Korea:
0x1F1F0 0x1F1F7	:flag: South Korea:
0x1F1F0 0x1F1FC	:flag: Kuwait:
0x1F1F0 0x1F1FE	:flag: Cayman Islands:
0x1F1F0 0x1F1FF	:flag: Kazakhstan:
0x1F1F1 0x1F1E6	:flag: Laos:
0x1F1F1 0x1F1E7	:flag: Lebanon:
0x1F1F1 0x1F1E8	:flag: St. Lucia:
0x1F1F1 0x1F1EE	:flag: Liechtenstein:
0x1F1F1 0x1F1F0	:flag: Sri Lanka:
0x1F1F1 0x1F1F7	:flag: Liberia:
0x1F1F1 0x1F1F8	:flag: Lesotho:
0x1F1F1 0x1F1F9	:flag: Lithuania:
0x1F1F1 0x1F1FA	:flag: Luxembourg:
0x1F1F1 0x1F1FB	:flag: Latvia:
0x1F1F1 0x1F1FE	:flag: Libya:
0x1F1F2 0x1F1E6	:flag: Morocco:
0x1F1F2 0x1F1E8	:flag: Monaco:
0x1F1F2 0x1F1E9	:flag: Moldova:
0x1F1F2 0x1F1EA	:flag: Montenegro:
0x1F1F2 0x1F1EB	:flag: St. Martin:
0x1F1F2 0x1F1EC	:flag: Madagascar:
0x1F1F2 0x1F1ED	:flag: Marshall Islands:
0x1F1F2 0x1F1F0	:flag: North Macedonia:
0x1F1F2 0x1F1F1	:flag: Mali:
0x1F1F2 0x1F1F2	:flag: Myanmar (Burma):
0x1F1F2 0x1F1F3	:flag: Mongolia:
0x1F1F2 0x1F1F4	:flag: Macao SAR China:
0x1F1F2 0x1F1F5	:flag: Northern Mariana Islands:
0x1F1F2 0x1F1F6	:flag: Martinique:
0x1F1F2 0x1F1F7	:flag: Mauritania:
0x1F1F2 0x1F1F8	:flag: Montserrat:
0x1F1F2 0x1F1F9	:flag: Malta:
0x1F1F2 0x1F1FA	:flag: Mauritius:
0x1F1F2 0x1F1FB	:flag: Maldives:
0x1F1F2 0x1F1FC	:flag: Malawi:
0x1F1F2 0x1F1FD	:flag: Mexico:
0x1F1F2 0x1F1FE	:flag: Malaysia:
0x1F1F2 0x1F1FF	:flag: Mozambique:
0x1F1F3 0x1F1E6	:flag: Namibia:
0x1F1F3 0x1F1E8	:flag: New Caledonia:
0x1F1F3 0x1F1EA	:flag: Niger:
0x1F1F3 0x1F1EB	:flag: Norfolk Island:
0x1F1F3 0x1F1EC	:flag: Nigeria:
0x1F1F3 0x1F1EE	:flag: Nicaragua:
0x1F1F3 0x1F1F1	:flag: Netherlands:
0x1F1F3 0x1F1F4	:flag: Norway:
0x1F1F3 0x1F1F5	:flag: Nepal:
0x1F1F3 0x1F1F7	:flag: Nauru:
0x1F1F3 0x1F1FA	:flag: Niue:
0x1F1F3 0x1F1FF	:flag: New Zealand:
0x1F1F4 0x1F1F2	:flag: Oman:
0x1F1F5 0x1F1E6	:flag: Panama:
0x1F1F5 0x1F1EA	:flag: Peru:
0x1F1F5 0x1F1EB	:flag: French Polynesia:
0x1F1F5 0x1F1EC	:flag: Papua New Guinea:
0x1F1F5 0x1F1ED	:flag: Philippines:
0x1F1F5 0x1F1F0	:flag: Pakistan:
0x1F1F5 0x1F1F1	:flag: Poland:
0x1F1F5 0x1F1F2	:flag: St. Pierre &amp; Miquelon:
0x1F1F5 0x1F1F3	:flag: Pitcairn Islands:
0x1F1F5 0x1F1F7	:flag: Puerto Rico:
0x1F1F5 0x1F1F8	:flag: Palestinian Territories:
0x1F1F5 0x1F1F9	:flag: Portugal:
0x1F1F5 0x1F1FC	:flag: Palau:
0x1F1F5 0x1F1FE	:flag: Paraguay:
0x1F1F6 0x1F1E6	:flag: Qatar:
0x1F1F7 0x1F1EA	:flag: Réunion:
0x1F1F7 0x1F1F4	:flag: Romania:
0x1F1F7 0x1F1F8	:flag: Serbia:
0x1F1F7 0x1F1FA	:flag: Russia:
0x1F1F7 0x1F1FC	:flag: Rwanda:
0x1F1F8 0x1F1E6	:flag: Saudi Arabia:
0x1F1F8 0x1F1E7	:flag: Solomon Islands:
0x1F1F8 0x1F1E8	:flag: Seychelles:
0x1F1F8 0x1F1E9	:flag: Sudan:
0x1F1F8 0x1F1EA	:flag: Sweden:
0x1F1F8 0x1F1EC	:flag: Singapore:
0x1F1F8 0x1F1ED	:flag: St. Helena:
0x1F1F8 0x1F1EE	:flag: Slovenia:
0x1F1F8 0x1F1EF	:flag: Svalbard &amp; Jan Mayen:
0x1F1F8 0x1F1F0	:flag: Slovakia:
0x1F1F8 0x1F1F1	:flag: Sierra Leone:
0x1F1F8 0x1F1F2	:flag: San Marino:
0x1F1F8 0x1F1F3	:flag: Senegal:
0x1F1F8 0x1F1F4	:flag: Somalia:
0x1F1F8 0x1F1F7	:flag: Suriname:
0x1F1F8 0x1F1F8	:flag: South Sudan:
0x1F1F8 0x1F1F9	:flag: São Tomé &amp; Príncipe:
0x1F1F8 0x1F1FB	:flag: El Salvador:
0x1F1F8 0x1F1FD	:flag: Sint Maarten:
0x1F1F8 0x1F1FE	:flag: Syria:
0x1F1F8 0x1F1FF	:flag: Eswatini:
0x1F1F9 0x1F1E6	:flag: Tristan da Cunha:
0x1F1F9 0x1F1E8	:flag: Turks &amp; Caicos Islands:
0x1F1F9 0x1F1E9	:flag: Chad:
0x1F1F9 0x1F1EB	:flag: French Southern Territories:
0x1F1F9 0x1F1EC	:flag: Togo:
0x1F1F9 0x1F1ED	:flag: Thailand:
0x1F1F9 0x1F1EF	:flag: Tajikistan:
0x1F1F9 0x1F1F0	:flag: Tokelau:
0x1F1F9 0x1F1F1	:flag: Timor-Leste:
0x1F1F9 0x1F1F2	:flag: Turkmenistan:
0x1F1F9 0x1F1F3	:flag: Tunisia:
0x1F1F9 0x1F1F4	:flag: Tonga:
0x1F1F9 0x1F1F7	:flag: Turkey:
0x1F1F9 0x1F1F9	:flag: Trinidad &amp; Tobago:
0x1F1F9 0x1F1FB	:flag: Tuvalu:
0x1F1F9 0x1F1FC	:flag: Taiwan:
0x1F1F9 0x1F1FF	:flag: Tanzania:
0x1F1FA 0x1F1E6	:flag: Ukraine:
0x1F1FA 0x1F1EC	:flag: Uganda:
0x1F1FA 0x1F1F2	:flag: U.S. Outlying Islands:
0x1F1FA 0x1F1F3	:flag: United Nations:
0x1F1FA 0x1F1F8	:flag: United States:
0x1F1FA 0x1F1FE	:flag: Uruguay:
0x1F1FA 0x1F1FF	:flag: Uzbekistan:
0x1F1FB 0x1F1E6	:flag: Vatican City:
0x1F1FB 0x1F1E8	:flag: St. Vincent &amp; Grenadines:
0x1F1FB 0x1F1EA	:flag: Venezuela:
0x1F1FB 0x1F1EC	:flag: British Virgin Islands:
0x1F1FB 0x1F1EE	:flag: U.S. Virgin Islands:
0x1F1FB 0x1F1F3	:flag: Vietnam:
0x1F1FB 0x1F1FA	:flag: Vanuatu:
0x1F1FC 0x1F1EB	:flag: Wallis &amp; Futuna:
0x1F1FC 0x1F1F8	:flag: Samoa:
0x1F1FD 0x1F1F0	:flag: Kosovo:
0x1F1FE 0x1F1EA	:flag: Yemen:
0x1F1FE 0x1F1F9	:flag: Mayotte:
0x1F1FF 0x1F1E6	:flag: South Africa:
0x1F1FF 0x1F1F2	:flag: Zambia:
0x1F1FF 0x1F1FC	:flag: Zimbabwe:
0x1F3F4 0xE0067 0xE0062 0xE0065 0xE006E 0xE0067 0xE007F	:flag: England:
0x1F3F4 0xE0067 0xE0062 0xE0073 0xE0063 0xE0074 0xE007F	:flag: Scotland:
0x1F3F4 0xE0067 0xE0062 0xE0077 0xE006C 0xE0073 0xE007F	:flag: Wales:
